"","Country","WDPAID","NAME","DESIG","PA.Name","paper","Grouping"
"515","United Kingdom",555583025,"Whitsand and Looe Bay","Marine Protected Area (OSPAR)","Whitsand and Looe Bay Marine Protected Area (OSPAR)","Advice_555583025_Whitsand and Looe Bay_NaturalEngland.pdf","UK"
"516","United Kingdom",555557029,"Humber Estuary","Marine Protected Area (OSPAR)","Humber Estuary Marine Protected Area (OSPAR)","Advice_95291_Humber_Estuary_SPA_NaturalEngland.pdf","UK"
"518","United Kingdom",555556941,"Breydon Water","Marine Protected Area (OSPAR)","Breydon Water Marine Protected Area (OSPAR)","Advice_555556941_Breydon_Water_NaturalEngland.pdf","UK"
"520","United Kingdom",555541849,"Glannau Aberdaron ac Ynys Enlli/ Aberdaron Coast and Bardsey Island","Special Protection Area (Birds Directive)","Glannau Aberdaron ac Ynys Enlli/ Aberdaron Coast and Bardsey Island Special Protection Area (Birds Directive)","555593952_Glannau_Aberdaron_Ynys_Enlli_Aberdaron_Coast_Bardsey_Island.pdf","UK"
"521","United Kingdom",555557035,"Inner Dowsing, Race Bank and North Ridge","Marine Protected Area (OSPAR)","Inner Dowsing, Race Bank and North Ridge Marine Protected Area (OSPAR)","Advice_555557035_Inner_Dowsing_Race_Bank_North_Ridge_Management.pdf","UK"
"522","United Kingdom",555556981,"Eileanan agus Sgeiran Lios mór","Marine Protected Area (OSPAR)","Eileanan agus Sgeiran Lios mór Marine Protected Area (OSPAR)","Advice_555556981_Eileanan_agus_Sgeiran_Lios_mor_CCW.pdf","UK"
"523","United Kingdom",95301,"Blackwater Estuary","Ramsar Site, Wetland of International Importance","Blackwater Estuary Ramsar Site, Wetland of International Importance","Advice_555556935_Blackwater Estuary_Mid-Essex Coast Phase 4_NaturalEngland.pdf","UK"
"524","United Kingdom",555557093,"Morecambe Bay","Marine Protected Area (OSPAR)","Morecambe Bay Marine Protected Area (OSPAR)","Advice_555557092_Morecambe Bay_NaturalEngland.pdf","UK"
"525","United Kingdom",555556961,"Crouch and Roach Estuaries (Mid-Essex Coast Phase 3)","Marine Protected Area (OSPAR)","Crouch and Roach Estuaries (Mid-Essex Coast Phase 3) Marine Protected Area (OSPAR)","Advice_555556961_Crouch and Roach Estuaries_Mid-Essex Coast Phase 3_NaturalEngland.pdf","UK"
"526","United Kingdom",555547601,"South Georgia and South Sandwich Islands Marine Protected Area","Marine Protected Area","South Georgia and South Sandwich Islands Marine Protected Area Marine Protected Area","555547601_South_Georgia_and_South_Sandwich_Islands.pdf","UK"
"527","United Kingdom",902745,"Alderney West Coast and the Burhou Islands","Ramsar Site, Wetland of International Importance","Alderney West Coast and the Burhou Islands Ramsar Site, Wetland of International Importance","902745_Alderney_West_Coast_and_the_Burhou_Islands.pdf","UK"
"528","United Kingdom",555557166,"Solway Firth","Marine Protected Area (OSPAR)","Solway Firth Marine Protected Area (OSPAR)","Advice_555557166_Solway_Firth.pdf","UK"
"529","United Kingdom",555557197,"Teesmouth and Cleveland Coast","Marine Protected Area (OSPAR)","Teesmouth and Cleveland Coast Marine Protected Area (OSPAR)","Advice_555557197_Teesmouth and Cleveland Coast_NaturalEngland.pdf","UK"
"534","United Kingdom",555557014,"Haisborough, Hammond and Winterton","Marine Protected Area (OSPAR)","Haisborough, Hammond and Winterton Marine Protected Area (OSPAR)","Advice_555557014_Haisborough_Hammond_Winterton_Management.pdf","UK"
"535","United Kingdom",555557115,"Outer Thames Estuary","Marine Protected Area (OSPAR)","Outer Thames Estuary Marine Protected Area (OSPAR)","Advice_555557115_Outer Thames Estuary_Management.pdf","UK"
"536","United Kingdom",555535844,"Strangford Lough","Site of Community Importance (Habitats Directive)","Strangford Lough Site of Community Importance (Habitats Directive)","555557183_Strangford Lough.pdf","UK"
"540","United Kingdom",555588170,"West of Walney","Marine Conservation Zone","West of Walney Marine Conservation Zone","Advice_555588170_West of Walney_NaturalEngland.pdf","UK"
"543","United Kingdom",555541786,"Northumbria Coast","Special Protection Area (Birds Directive)","Northumbria Coast Special Protection Area (Birds Directive)","Advice_555541786_Northumbria Coast_NaturalEngland.pdf","UK"
"544","United Kingdom",555583058,"Rosemary Bank Seamount","Marine Protected Area (OSPAR)","Rosemary Bank Seamount Marine Protected Area (OSPAR)","Advice_555583058_Rosemary_Bank_Seamount_Combo.pdf","UK"
"545","United Kingdom",555583051,"Central Fladen","Marine Protected Area (OSPAR)","Central Fladen Marine Protected Area (OSPAR)","Advice_555583051_Central Fladen_Combo.pdf","UK"
"546","United Kingdom",555593953,"Grassholm","Marine Protected Area (OSPAR)","Grassholm Marine Protected Area (OSPAR)","555593953_Grassholme.pdf","UK"
"547","United Kingdom",166872,"Larne Lough","Ramsar Site, Wetland of International Importance","Larne Lough Ramsar Site, Wetland of International Importance","555557058_Larne_Lough.pdf","UK"
"550","United Kingdom",95298,"Portsmouth Harbour","Ramsar Site, Wetland of International Importance","Portsmouth Harbour Ramsar Site, Wetland of International Importance","Advice_555557130_Portsmouth_Harbour_NaturalEngland.pdf","UK"
"552","United Kingdom",555556948,"Carlingford Lough","Marine Protected Area (OSPAR)","Carlingford Lough Marine Protected Area (OSPAR)","555556948_Carlingford_Lough.pdf","UK"
"553","United Kingdom",555557151,"Scanner Pockmark","Marine Protected Area (OSPAR)","Scanner Pockmark Marine Protected Area (OSPAR)","Advice_555557151_Scanner_Pockmark_Combo.pdf","UK"
"554","United Kingdom",555583006,"Beachy Head West","Marine Protected Area (OSPAR)","Beachy Head West Marine Protected Area (OSPAR)","Advice_555583006_Beachy Head West_NaturalEngland.pdf","UK"
"555","United Kingdom",555557017,"Hatton Bank","Marine Protected Area (OSPAR)","Hatton Bank Marine Protected Area (OSPAR)","Advice_555557017_Hatton Bank_Combo.pdf","UK"
"556","United Kingdom",902396,"Les Minquiers","Ramsar Site, Wetland of International Importance","Les Minquiers Ramsar Site, Wetland of International Importance","902396_Les_Minquiers.pdf","UK"
"557","United Kingdom",555588166,"Runswick Bay","Marine Conservation Zone","Runswick Bay Marine Conservation Zone","Advice_555588166_Runswick Bay_NaturalEngland.pdf","UK"
"558","United Kingdom",68277,"Pagham Harbour","Ramsar Site, Wetland of International Importance","Pagham Harbour Ramsar Site, Wetland of International Importance","Advice_555557116_Pagham Harbour_MCZ_NaturalEngland.pdf","UK"
"559","United Kingdom",555588160,"Mounts Bay","Marine Conservation Zone","Mounts Bay Marine Conservation Zone","Advice_555588160_Mounts Bay_NaturalEngland.pdf","UK"
"560","United Kingdom",555557035,"Inner Dowsing, Race Bank and North Ridge","Marine Protected Area (OSPAR)","Inner Dowsing, Race Bank and North Ridge Marine Protected Area (OSPAR)","Advice_555557035_Inner_Dowsing_Race_Bank_North_Ridge_NaturalEngland.pdf","UK"
"562","United Kingdom",555541815,"Benacre to Easton Bavents","Special Protection Area (Birds Directive)","Benacre to Easton Bavents Special Protection Area (Birds Directive)","Advice_555541815_Benacre to Easton Bavents.pdf","UK"
"567","United Kingdom",220052,"Duddon Estuary","Ramsar Site, Wetland of International Importance","Duddon Estuary Ramsar Site, Wetland of International Importance","Advice_555556974_Duddon_Estuary_NaturalEngland.pdf","UK"
"568","United Kingdom",555556974,"Duddon Estuary","Marine Protected Area (OSPAR)","Duddon Estuary Marine Protected Area (OSPAR)","Advice_555556974_Duddon_Estuary_NaturalEngland.pdf","UK"
"569","United Kingdom",555588170,"West of Walney","Marine Conservation Zone","West of Walney Marine Conservation Zone","Advice_555588170_West of Walney_Management.pdf","UK"
"570","United Kingdom",555557038,"Isle of May","Marine Protected Area (OSPAR)","Isle of May Marine Protected Area (OSPAR)","555557038_Isle_of_May.pdf","UK"
"571","United Kingdom",555556929,"Belfast Lough","Marine Protected Area (OSPAR)","Belfast Lough Marine Protected Area (OSPAR)","555556929_Belfast_Lough.pdf","UK"
"573","United Kingdom",555556966,"Dee Estuary / Aber Dyfrdwy","Marine Protected Area (OSPAR)","Dee Estuary / Aber Dyfrdwy Marine Protected Area (OSPAR)","Advice_555556966_Dee Estuary_NaturalEnglandCCW.pdf","UK"
"575","United Kingdom",555583012,"Isles of Scilly","Marine Protected Area (OSPAR)","Isles of Scilly Marine Protected Area (OSPAR)","555583012_Isles of Scilly.pdf","UK"
"578","United Kingdom",555583029,"South West Deeps (West)","Marine Protected Area (OSPAR)","South West Deeps (West) Marine Protected Area (OSPAR)","Advice_555583029_South-West Deeps_Combo.pdf","UK"
"580","United Kingdom",555557112,"North West Rockall Bank","Marine Protected Area (OSPAR)","North West Rockall Bank Marine Protected Area (OSPAR)","Advice_555557112_North West Rockall Bank_Combo.pdf","UK"
"581","United Kingdom",555583011,"Fylde","Marine Protected Area (OSPAR)","Fylde Marine Protected Area (OSPAR)","Advice_555583011_Fylde_NaturalEngland.pdf","UK"
"582","United Kingdom",555557128,"Poole Harbour","Marine Protected Area (OSPAR)","Poole Harbour Marine Protected Area (OSPAR)","555557128_Poole Harbour.pdf","UK"
"584","United Kingdom",127891,"Deben Estuary","Ramsar Site, Wetland of International Importance","Deben Estuary Ramsar Site, Wetland of International Importance","Advice_555556965_Deben Estuary_NaturalEngland.pdf","UK"
"586","United Kingdom",555556977,"East Mingulay","Marine Protected Area (OSPAR)","East Mingulay Marine Protected Area (OSPAR)","555556977_East_Mingulay.pdf","UK"
"587","United Kingdom",555556985,"Exe Estuary","Marine Protected Area (OSPAR)","Exe Estuary Marine Protected Area (OSPAR)","Advice_68293_Exe_Estuary_NaturalEngland.pdf","UK"
"588","United Kingdom",555557124,"Pisces Reef Complex","Marine Protected Area (OSPAR)","Pisces Reef Complex Marine Protected Area (OSPAR)","Advice_555557124_Pisces_Reef_Complex_Combo.pdf","UK"
"589","United Kingdom",555583031,"The Canyons","Marine Protected Area (OSPAR)","The Canyons Marine Protected Area (OSPAR)","Advice_555583031_TheCanyons_Combo.pdf","UK"
"590","United Kingdom",555556952,"Chichester and Langstone Harbours","Marine Protected Area (OSPAR)","Chichester and Langstone Harbours Marine Protected Area (OSPAR)","Advice_555556952_Chichester and Langstone Harbours_NaturalEngland.pdf","UK"
"591","United Kingdom",555556949,"Carmarthen Bay and Estuaries / Bae Caerfyrddin ac Aberoedd","Marine Protected Area (OSPAR)","Carmarthen Bay and Estuaries / Bae Caerfyrddin ac Aberoedd Marine Protected Area (OSPAR)","Advice_68296_Carmarthen_Bay_CCW.pdf","UK"
"592","United Kingdom",555557201,"The Dee Estuary","Marine Protected Area (OSPAR)","The Dee Estuary Marine Protected Area (OSPAR)","Advice_555557201_Dee Estuary.pdf","UK"
"594","United Kingdom",220079,"Solent and Southampton Water","Ramsar Site, Wetland of International Importance","Solent and Southampton Water Ramsar Site, Wetland of International Importance","Advice_555557164_Solent and Southampton Water_NaturalEngland.pdf","UK"
"595","United Kingdom",555557224,"Wyville Thomson Ridge","Marine Protected Area (OSPAR)","Wyville Thomson Ridge Marine Protected Area (OSPAR)","Advice_555557224_Wyville Thomson Ridge_Combo.pdf","UK"
"596","United Kingdom",555556971,"Dornoch Firth and Loch Fleet","Marine Protected Area (OSPAR)","Dornoch Firth and Loch Fleet Marine Protected Area (OSPAR)","555556971_Dornoch_Firth_and_Loch_Fleet.pdf","UK"
"597","United Kingdom",555583018,"Poole Rocks","Marine Protected Area (OSPAR)","Poole Rocks Marine Protected Area (OSPAR)","Advice_555583018_Poole Rocks_NaturalEngland.pdf","UK"
"598","United Kingdom",555556990,"Faray and Holm of Faray","Marine Protected Area (OSPAR)","Faray and Holm of Faray Marine Protected Area (OSPAR)","Advice_555556990_Faray and Holm of Faray.pdf","UK"
"599","United Kingdom",555588164,"Offshore Overfalls","Marine Conservation Zone","Offshore Overfalls Marine Conservation Zone","Advice_555588164_Offshore Overfalls_Management.pdf","UK"
"600","United Kingdom",555557060,"Limestone Coast of South West Wales / Arfordir Calchfaen de Orllewin Cymru","Marine Protected Area (OSPAR)","Limestone Coast of South West Wales / Arfordir Calchfaen de Orllewin Cymru Marine Protected Area (OSPAR)","555557060_Limestone_Coast_of_South_West_Wales_Arfordir_Calchfaen_de_Orllewin_Cymru.pdf","UK"
"601","United Kingdom",555583015,"Medway Estuary","Marine Protected Area (OSPAR)","Medway Estuary Marine Protected Area (OSPAR)","Advice_555583015_Medway Estuary_NaturalEngland.pdf","UK"
"603","United Kingdom",95293,"Colne Estuary","Ramsar Site, Wetland of International Importance","Colne Estuary Ramsar Site, Wetland of International Importance","Advice_555556953_Colne Estuary_Mid-Essex Coast Phase 2.pdf","UK"
"604","United Kingdom",555557085,"Mersey Estuary","Marine Protected Area (OSPAR)","Mersey Estuary Marine Protected Area (OSPAR)","Advice_555557085_Mersey Estuary_NaturalEngland.pdf","UK"
"606","United Kingdom",555557121,"Pen Llyn a`r Sarnau / Lleyn Peninsula and the Sarnau","Marine Protected Area (OSPAR)","Pen Llyn a`r Sarnau / Lleyn Peninsula and the Sarnau Marine Protected Area (OSPAR)","Advice_555535784_Pen_Llyn_ar_Sarnau.pdf","UK"
"607","United Kingdom",555556933,"Berwickshire and North Northumberland Coast","Marine Protected Area (OSPAR)","Berwickshire and North Northumberland Coast Marine Protected Area (OSPAR)","555556933_Berwickshire_and_North_Northumberland_Coast.pdf","UK"
"608","United Kingdom",555557003,"Foulness (Mid-Essex Coast Phase 5)","Marine Protected Area (OSPAR)","Foulness (Mid-Essex Coast Phase 5) Marine Protected Area (OSPAR)","Advice_555557003_Foulness_Mid-Essex Coast Phase 5_NaturalEngland.pdf","UK"
"609","United Kingdom",555556921,"Bae Caerfyrddin / Carmarthen Bay","Marine Protected Area (OSPAR)","Bae Caerfyrddin / Carmarthen Bay Marine Protected Area (OSPAR)","Advice_68296_Carmarthen_Bay_CCW.pdf","UK"
"610","United Kingdom",555588159,"Holderness Inshore","Marine Conservation Zone","Holderness Inshore Marine Conservation Zone","Advice_555588159_Holderness Inshore_Natural England.pdf","UK"
"611","United Kingdom",555557064,"Lizard Point","Marine Protected Area (OSPAR)","Lizard Point Marine Protected Area (OSPAR)","Advice_555557064_Lizard_Point_NaturalEngland.pdf","UK"
"612","United Kingdom",555557063,"Liverpool Bay / Bae Lerpwl","Marine Protected Area (OSPAR)","Liverpool Bay / Bae Lerpwl Marine Protected Area (OSPAR)","Advice_555557063_Liverpool_Bay_Bae_Lerpwl.pdf","UK"
"613","United Kingdom",555557158,"Shell Flat and Lune Deep","Marine Protected Area (OSPAR)","Shell Flat and Lune Deep Marine Protected Area (OSPAR)","Advice_555557158_Shell_Flat_and_Lune_Deep_NaturalEngland.pdf","UK"
"614","United Kingdom",900585,"Isles of Scilly","Ramsar Site, Wetland of International Importance","Isles of Scilly Ramsar Site, Wetland of International Importance","555583012_Isles of Scilly.pdf","UK"
"615","United Kingdom",555557110,"North Rona","Marine Protected Area (OSPAR)","North Rona Marine Protected Area (OSPAR)","Advice_555557110_North_Rona.pdf","UK"
"617","United Kingdom",555536021,"Dee Estuary/ Aber Dyfrdwy","Site of Community Importance (Habitats Directive)","Dee Estuary/ Aber Dyfrdwy Site of Community Importance (Habitats Directive)","Advice_555556966_Dee Estuary_NaturalEnglandCCW.pdf","UK"
"622","United Kingdom",555583019,"Skerries Bank and Surrounds","Marine Protected Area (OSPAR)","Skerries Bank and Surrounds Marine Protected Area (OSPAR)","Advice_555583019_Skerries Bank and Surrounds_NaturalEngland.pdf","UK"
"624","United Kingdom",555583016,"Padstow Bay and Surrounds","Marine Protected Area (OSPAR)","Padstow Bay and Surrounds Marine Protected Area (OSPAR)","Advice_555583016_Padstow Bay and Surrounds.pdf","UK"
"626","United Kingdom",555557209,"Traeth Lafan / Lavan Sands, Conway Bay","Marine Protected Area (OSPAR)","Traeth Lafan / Lavan Sands, Conway Bay Marine Protected Area (OSPAR)","555557209_Traeth Lafan_Lavan Sands_Conway Bay.pdf","UK"
"627","United Kingdom",555557057,"Land’s End and Cape Bank","Marine Protected Area (OSPAR)","Land’s End and Cape Bank Marine Protected Area (OSPAR)","Advice_555557057_Lands_End_and_Cape_Bank_NaturalEngland.pdf","UK"
"628","United Kingdom",555583008,"Chesil Beach and Stennis Ledges","Marine Protected Area (OSPAR)","Chesil Beach and Stennis Ledges Marine Protected Area (OSPAR)","Advice_555583008_Chesil Beach and Stennis Ledges_NaturalEngland.pdf","UK"
"629","United Kingdom",555557199,"Thanet Coast and Sandwich Bay","Marine Protected Area (OSPAR)","Thanet Coast and Sandwich Bay Marine Protected Area (OSPAR)","Advice_555557199_Thanet Coast and Sandwich Bay_NaturalEngland.pdf","UK"
"632","United Kingdom",555635798,"Falmouth Bay to St Austell Bay","Special Protection Area (Birds Directive)","Falmouth Bay to St Austell Bay Special Protection Area (Birds Directive)","Advice_555635798_Falmouth Bay to St Austell Bay.pdf","UK"
"633","United Kingdom",555557130,"Portsmouth Harbour","Marine Protected Area (OSPAR)","Portsmouth Harbour Marine Protected Area (OSPAR)","Advice_555557130_Portsmouth_Harbour_NaturalEngland.pdf","UK"
"634","United Kingdom",68296,"Burry Inlet","Ramsar Site, Wetland of International Importance","Burry Inlet Ramsar Site, Wetland of International Importance","Advice_68296_Carmarthen_Bay_CCW.pdf","UK"
"635","United Kingdom",555556919,"Ascrib, Isay and Dunvegan","Marine Protected Area (OSPAR)","Ascrib, Isay and Dunvegan Marine Protected Area (OSPAR)","Advice_555556919_Ascrib_Islay_Dunvegan.pdf","UK"
"638","United Kingdom",555556972,"Dornoch Firth and Morrich More","Marine Protected Area (OSPAR)","Dornoch Firth and Morrich More Marine Protected Area (OSPAR)","Advice_555556972_Dornoch_Firth_and_Morrich_More_CCW.pdf","UK"
"639","United Kingdom",555588168,"The Swale Estuary","Marine Conservation Zone","The Swale Estuary Marine Conservation Zone","Advice_555588168_The Swale Estuary_NaturalEngland.pdf","UK"
"640","United Kingdom",555556928,"Belfast Lough Open Water","Marine Protected Area (OSPAR)","Belfast Lough Open Water Marine Protected Area (OSPAR)","555556928_Belfast_Lough_Open_Water.pdf","UK"
"642","United Kingdom",555588155,"Farnes East","Marine Conservation Zone","Farnes East Marine Conservation Zone","Advice_555588155_Farnes East_ConservationAdvice.pdf","UK"
"644","United Kingdom",555593952,"Glannau Aberdaron and Ynys Enlli / Aberdaron Coast and Bardsey Island","Marine Protected Area (OSPAR)","Glannau Aberdaron and Ynys Enlli / Aberdaron Coast and Bardsey Island Marine Protected Area (OSPAR)","555593952_Glannau_Aberdaron_Ynys_Enlli_Aberdaron_Coast_Bardsey_Island.pdf","UK"
"645","United Kingdom",134954,"Mersey Estuary","Ramsar Site, Wetland of International Importance","Mersey Estuary Ramsar Site, Wetland of International Importance","Advice_555557085_Mersey Estuary_NaturalEngland.pdf","UK"
"646","United Kingdom",555583028,"North East of Farnes Deep","Marine Protected Area (OSPAR)","North East of Farnes Deep Marine Protected Area (OSPAR)","Advice_555583028_North East of Farnes Deep_Combo.pdf","UK"
"647","United Kingdom",555583026,"South Dorset","Marine Protected Area (OSPAR)","South Dorset Marine Protected Area (OSPAR)","Advice_555583026_South Dorset_Management.pdf","UK"
"648","United Kingdom",555535784,"Pen Llyn a`r Sarnau/ Lleyn Peninsula and the Sarnau","Site of Community Importance (Habitats Directive)","Pen Llyn a`r Sarnau/ Lleyn Peninsula and the Sarnau Site of Community Importance (Habitats Directive)","Advice_555535784_Pen_Llyn_ar_Sarnau.pdf","UK"
"649","United Kingdom",555535761,"Severn Estuary/ Môr Hafren","Site of Community Importance (Habitats Directive)","Severn Estuary/ Môr Hafren Site of Community Importance (Habitats Directive)","Advice_555557156_Severn_Estuary.pdf","UK"
"651","United Kingdom",555541855,"Bae Caerfyrddin/ Carmarthen Bay","Special Protection Area (Birds Directive)","Bae Caerfyrddin/ Carmarthen Bay Special Protection Area (Birds Directive)","Advice_68296_Carmarthen_Bay_CCW.pdf","UK"
"652","United Kingdom",555536004,"Bae Cemlyn/ Cemlyn Bay","Site of Community Importance (Habitats Directive)","Bae Cemlyn/ Cemlyn Bay Site of Community Importance (Habitats Directive)","555536004_Cemlyn_bay_the_Skerries_Yynys_Feurig.pdf","UK"
"654","United Kingdom",555557013,"Haig Fras","Marine Protected Area (OSPAR)","Haig Fras Marine Protected Area (OSPAR)","Advice_555557013_Haig Fras_Combo.pdf","UK"
"655","United Kingdom",68273,"Upper Solway Flats & Marshes","Ramsar Site, Wetland of International Importance","Upper Solway Flats & Marshes Ramsar Site, Wetland of International Importance","555557217_Upper Solway Flats and Marshes.pdf","UK"
"656","United Kingdom",555557115,"Outer Thames Estuary","Marine Protected Area (OSPAR)","Outer Thames Estuary Marine Protected Area (OSPAR)","Advice_555557115_Outer Thames Estuary_NaturalEngland.pdf","UK"
"659","United Kingdom",220084,"Strangford Lough","Ramsar Site, Wetland of International Importance","Strangford Lough Ramsar Site, Wetland of International Importance","555557183_Strangford Lough.pdf","UK"
"661","United Kingdom",220076,"Poole Harbour","Ramsar Site, Wetland of International Importance","Poole Harbour Ramsar Site, Wetland of International Importance","555557128_Poole Harbour.pdf","UK"
"662","United Kingdom",555556998,"Flamborough Head","Marine Protected Area (OSPAR)","Flamborough Head Marine Protected Area (OSPAR)","Advice_555556998_Flamborough_Head_NaturalEngland.pdf","UK"
"663","United Kingdom",555583056,"North-east Faroe-Shetland Channel","Marine Protected Area (OSPAR)","North-east Faroe-Shetland Channel Marine Protected Area (OSPAR)","Advice_555583056_North-east_Faroe_Shetland_Channel_Combo.pdf","UK"
"665","United Kingdom",555556938,"Braemar Pockmarks","Marine Protected Area (OSPAR)","Braemar Pockmarks Marine Protected Area (OSPAR)","Advice_555556938_BraemarPockmarks_Combo.pdf","UK"
"666","United Kingdom",555541852,"Skomer; Skokholm and the Seas off Pembrokeshire / Sgomer, Sgogwm a Moroedd Penfro","Special Protection Area (Birds Directive)","Skomer; Skokholm and the Seas off Pembrokeshire / Sgomer, Sgogwm a Moroedd Penfro Special Protection Area (Birds Directive)","555541852_Skomer_Skokholm_and_the_Seas_off_Pembrokeshire_Sgomer_Sgogwm_a_Moroedd_Penfro.pdf","UK"
"668","United Kingdom",555541845,"Traeth Lafan/ Lavan Sands; Conway Bay","Special Protection Area (Birds Directive)","Traeth Lafan/ Lavan Sands; Conway Bay Special Protection Area (Birds Directive)","555557209_Traeth Lafan_Lavan Sands_Conway Bay.pdf","UK"
"669","United Kingdom",555557223,"Wight-Barfleur Reef","Marine Protected Area (OSPAR)","Wight-Barfleur Reef Marine Protected Area (OSPAR)","Advice_555557223_Wight-Barfleur Reef_Combo.pdf","UK"
"670","United Kingdom",555557195,"Tamar Estuaries Complex","Marine Protected Area (OSPAR)","Tamar Estuaries Complex Marine Protected Area (OSPAR)","Advice_555557195_Tamar Estuaries Complex_NaturalEngland.pdf","UK"
"673","United Kingdom",555556988,"Fal and Helford","Marine Protected Area (OSPAR)","Fal and Helford Marine Protected Area (OSPAR)","555556988_Fal_and_Helford.pdf","UK"
"674","United Kingdom",555556968,"Dogger Bank","Marine Protected Area (OSPAR)","Dogger Bank Marine Protected Area (OSPAR)","Advice_555556968_Dogger Bank_Combo.pdf","UK"
"675","United Kingdom",555535919,"Carmarthen Bay And Estuaries/ Bae Caerfyrddin Ac Aberoedd","Site of Community Importance (Habitats Directive)","Carmarthen Bay And Estuaries/ Bae Caerfyrddin Ac Aberoedd Site of Community Importance (Habitats Directive)","Advice_68296_Carmarthen_Bay_CCW.pdf","UK"
"676","United Kingdom",555535918,"Carmarthen Bay Dunes/ Twyni Bae Caerfyrddin","Site of Community Importance (Habitats Directive)","Carmarthen Bay Dunes/ Twyni Bae Caerfyrddin Site of Community Importance (Habitats Directive)","555535918_Carmarthen_Bay_Dunes_Twyni_Bae_Caerfyrddin.pdf","UK"
"677","United Kingdom",166871,"Dornoch Firth and Loch Fleet","Ramsar Site, Wetland of International Importance","Dornoch Firth and Loch Fleet Ramsar Site, Wetland of International Importance","555556971_Dornoch_Firth_and_Loch_Fleet.pdf","UK"
"678","United Kingdom",68263,"The Swale","Ramsar Site, Wetland of International Importance","The Swale Ramsar Site, Wetland of International Importance","Advice_555557204_The Swale_NaturalEngland.pdf","UK"
"679","United Kingdom",555557216,"Tweed Estuary","Marine Protected Area (OSPAR)","Tweed Estuary Marine Protected Area (OSPAR)","Advice_555557216_Tweed Estuary_NaturalEngland.pdf","UK"
"680","United Kingdom",134955,"Gibraltar Point","Ramsar Site, Wetland of International Importance","Gibraltar Point Ramsar Site, Wetland of International Importance","68276_The_Wash_and_North_Norfolk_Coast.pdf","UK"
"681","United Kingdom",555541779,"Farne Islands","Special Protection Area (Birds Directive)","Farne Islands Special Protection Area (Birds Directive)","Advice_555541779_Farne Islands_NaturalEngland.pdf","UK"
"682","United Kingdom",555557006,"Gibraltar Point","Marine Protected Area (OSPAR)","Gibraltar Point Marine Protected Area (OSPAR)","68276_The_Wash_and_North_Norfolk_Coast.pdf","UK"
"683","United Kingdom",555557217,"Upper Solway Flats and Marshes","Marine Protected Area (OSPAR)","Upper Solway Flats and Marshes Marine Protected Area (OSPAR)","555557217_Upper Solway Flats and Marshes.pdf","UK"
"684","United Kingdom",555557180,"Stour and Orwell Estuaries","Marine Protected Area (OSPAR)","Stour and Orwell Estuaries Marine Protected Area (OSPAR)","555557180_Stour and Orwell Estuaries.pdf","UK"
"686","United Kingdom",555556973,"Drigg Coast","Marine Protected Area (OSPAR)","Drigg Coast Marine Protected Area (OSPAR)","Advice_555556973_Drigg_Coast_NaturalEngland.pdf","UK"
"687","United Kingdom",555557156,"Severn Estuary","Marine Protected Area (OSPAR)","Severn Estuary Marine Protected Area (OSPAR)","Advice_555557156_Severn_Estuary.pdf","UK"
"688","United Kingdom",555583062,"Mersey Narrows and North Wirral Foreshore","Marine Protected Area (OSPAR)","Mersey Narrows and North Wirral Foreshore Marine Protected Area (OSPAR)","Advice_555592571_The Mersey Narrows and North Wirral Foreshore_NaturalEngland.pdf","UK"
"689","United Kingdom",555556964,"Darwin Mounds","Marine Protected Area (OSPAR)","Darwin Mounds Marine Protected Area (OSPAR)","Advice_555556964_Darwin Mounds_Combo.pdf","UK"
"691","United Kingdom",555557098,"Murlough","Marine Protected Area (OSPAR)","Murlough Marine Protected Area (OSPAR)","555557098_Murlough.pdf","UK"
"692","United Kingdom",555541883,"Liverpool Bay / Bae Lerpwl","Special Protection Area (Birds Directive)","Liverpool Bay / Bae Lerpwl Special Protection Area (Birds Directive)","Advice_555557063_Liverpool_Bay_Bae_Lerpwl.pdf","UK"
"693","United Kingdom",555583024,"Upper Fowey and Pont Pill","Marine Protected Area (OSPAR)","Upper Fowey and Pont Pill Marine Protected Area (OSPAR)","Advice_555583024_Upper Fowey and Pont Pill_NaturalEngland.pdf","UK"
"694","United Kingdom",555557114,"Outer Ards","Marine Protected Area (OSPAR)","Outer Ards Marine Protected Area (OSPAR)","555557114_Outer_Ards.pdf","UK"
"695","United Kingdom",555557107,"North Norfolk Coast","Marine Protected Area (OSPAR)","North Norfolk Coast Marine Protected Area (OSPAR)","68276_The_Wash_and_North_Norfolk_Coast.pdf","UK"
"697","United Kingdom",555583005,"Aln Estuary","Marine Protected Area (OSPAR)","Aln Estuary Marine Protected Area (OSPAR)","Advice_555583005_Aln Estuary_NaturalEngland.pdf","UK"
"698","United Kingdom",555557119,"Papa Stour","Marine Protected Area (OSPAR)","Papa Stour Marine Protected Area (OSPAR)","Advice_555557119_Papa_Stour.pdf","UK"
"699","United Kingdom",127895,"Morecambe Bay","Ramsar Site, Wetland of International Importance","Morecambe Bay Ramsar Site, Wetland of International Importance","Advice_555557092_Morecambe Bay_NaturalEngland.pdf","UK"
"700","United Kingdom",555557171,"South Wight Maritime","Marine Protected Area (OSPAR)","South Wight Maritime Marine Protected Area (OSPAR)","Advice_555557171_South_Wight_Maritime_NaturalEngland.pdf","UK"
